,content,lable
7343,좆소는 대기업보다 더하지.,0
7344,현대 노조 충들 운지 시급,0
7345,한지민이랑 남주혁은 영화 조제랑 드라마 히어도 같이 한다던데 눈이 부시게 때 호흡이 좋았나 보다,1
7346,느 그 애미 수원에서 외 노자 보지대주다가,0
7347,지금 문재인 정부 다 연예인으로 물타기 하는 게 누구겠냐. 근혜 명박이 때는 근혜 명박이가 물타기 한다고 난 리더니 진짜 좌파 뇌는 상상 광우병으로 뇌라도 뚫렸나,0
7348,트루디 맛 좋지~~암~~,1
7349,아이유는 가수들과는 다른 선상에서 봐야지 그냥 연기자 그것도 백상 최우수상 후보,1
7350,장모님께는 자식된 도리를 해야 하고 어머니께 누 자식된 도리 따위는 필요 없고?아직 많이 어린 거 같음 엄마가 또 상처받길 원하지 않는 마음은 알겠지만 말은 함부로 내뱉는 게 아님,1
7351,그 나이에 용감하고 멋지세요~,1
7352,한국이 그리 만만해 어디서 사라마라야 원숭이 새 ㄲ들이,0
7353,지금 임현주 아나보고 부들거리는 건 화장발 사진 발 뒤에 숨은 꼴 페미들인 듯....지들보다 모든 게 뛰어나니...,0
7354,우리 선정이 이름만큼 몸매도 선정적이였지...특히 우유 공장은 어 마무 시 했지....지금도 상상만 하면...어 휴~~~불끈함,0
7355,보는 순간 입으로 똥놈어 오겠다.,0
7356,개인적으로 궁금한 게 일이 좆 같거나 사람이 좆 같으면 직장을 옮기는 게 맞는 거 아니냐? 왜 자살을 함? 자살할 용기보다 이 직할 용기가 쉬울꺼 같은데...;,0
7357,예민하고 카리스마 있는 분위기가 너무 좋음,1
7358,어떻게 연예 뉴스에 버트 레널즈 사망 소식이 없나,1
7359,님들 마지막에 칼에 얼굴 비친 다 ㅋㅋ,1
7360,윤서인 이 눈치 안 보고 당당하게 개념 발언한 거지,1
7361,구혜선 참 구질구질하네 ㅉㅉㅉ 마음 떠난 남자 한테 ㅉㅉㅉ,0
7362,악플에 또 사람 죽이지 마라 인간들아,1
7363,높은 수요로 인해 실력이 없고 사명감만 뛰어난 병신들만 의사로 남아 있겠지.,0
7364,죄 없는 기 안은 내버려 두고 박원순이나 철저히 조사하라고 청와대에 건의 하라!,1
7365,쪽바리 만화 보러 가느라 애썼~나베,0
7366,개독 게이 또 왔노 이기,0
7367,일베들 사 먹어라 너희 쪽 발이 들 양심도 없지 그래살아봐라 큰 재앙 있을 거다 ~~,0
7368,세상에 얼마나 악질적인 또 라 이들이 많은 줄 모르는구나. 그걸 왜 선량한 국민 세금으로 틀어 막냐? 니 돈으로 내줘라.,0
7369,공산당 교육 밑에서 자랏우니 공산당 말 쓰지...한국말 쓰겟니...ㄷ신들... 너나 잘하세요..,0
7370,이 부분 지디가 회장님 아들인 거 복선이었나 ㅋㅋ,1
7371,빙신들!!!!!! 저 와 꾸에 저 피지컬이면 한국어 좀 배워서 김치만 처 먹어도 월 10억은 간단하게 땡기는데 !!!!!! 왜 힘들게 몸 파냐 이기야 !!!!!!,0
7372,저런 건 떠벌여야지~~~,0
7373,서현이랑 싸웠나,1
7374,빚 없는 사람이 등신이네,0
7375,침대에서 했겠지?,0
7376,예전에 윤종신도 개소리 한 적이 있어서 에디킴 사건에 뜨끔했을 거다. 유희열도 큰 잘못 한 적 있고. 남자들 야동 보는 버릇 때문에 뭐가 잘못인 지도 모르는 놈도 많을 거다,1
7377,키 크 고 잘생기고 사람 성격 좋으니 까내리는 것 봐 ㅎ 이 때 다 싶어서 달려드는 것 같은데 아무리 그래도 우리랑 같은 사람이 다 댓글 너무 뭐라고 하는 것 같음,1
7378,니미럴~,0
7379,이 새끼 위장 홍어 다 ㅁㅈㅎ 줘라,0
7380,호란 언니 화이팅 하세요~ 음주는 지난 과거 앞으로 멋진 인생 살아주는 게 팬들에게 좋은 모습 보여주는 거에 요~,1
7381,오늘은 또 어떤 ㅂㅅ 같은 내용인 가해서 들어와 봤는데 개 ㅂㅅ이네,0
7382,엄마 성을 따랐나? 느 그 아부지 뭐 하시노?,0
7383,교통사고 피해자랑 합의를 하면 형사처벌을 안 받는 게 아닌데 노엘이 합의금 후하게 주고 합의 성사가 원만 하게 된 거를 왜 까는 건지 모르겠다 ㅋ,1
7384,대통령 연설하는데 재수 없게 시리쯔쯔.,1
7385,김수찬이 훨씬 잘했음 트롯에 어울리는 사람을 점수 잘 주고 있음 심사에 문제 드러남,1
7386,이 거 드라마 제목은 왜 라이프 온 마스인가요? 이해가 안 가네. 영국 드라마 원작은 라이프 온 마스 나올 때 이야기라 라이프 온 마스인데,1
7387,이 샊도 온갖 미사여구로 포장했지만 나라 망하는 길로 이끌고 싶어서 안 달난 놈,0
7388,게이 몇 살이 노,0
7389,하정우 말 빨 장난 아니네 ㅋㅋ,1
7390,스트야 힘들면 좀 쉬어라 정신과에서 상담 받는 것도 좋고 앞으로의 방송에 대해서 생각하는 시간을 좀 가져보는 게 필요할 거 같아,1
7391,모델 같은 느끼 1도 안 듬,1
7392,ㄴㄴ 영화계에선 타율로 봄. 원빈은 나온 영화 다 대 박쳤고 다 연기력 좋게 평가받음 장동건은 친구 태극기 빼고 다좆 망. 원빈은 태극기 아저씨 포함 나온 건 다 흥. 이 차 이야. 영화계에선 그래서 원빈 >>>>>>>>> 장동건 이렇게 봄,0
7393,코로나 때문에 찝찝해서 호캉스도 안 가는 판국에 ;;,1
7394,연기 쩌는 중 2,1
7395,선미도 공부 잘했다 매 역시 jyp? ㅋ,1
7396,국방은 신성한 의 무입니다.,1
7397,살다 살다 이렇게 다양하게 말 많은 신 인도 없지 싶다 이름도 보고 싶지 않다,1
7398,난 안철수를 다시 봤다 진짜 진심이었다,1
7399,친문은 북한에서 온 인간들이냐? 대한민국 국민은 아니겠지? 에 라이 x 쉬기들아,0
7400,송지효가 미쳤다고 황소개구리 같은...,0
7401,홍진경 ~~가식 덩어리,0
7402,원작이랑 스토리가 너무 똑같음 시 놉만 가져오고 에피소드는 좀 바꿔도 될 텐데,1
7403,여러분~~ 이 거 거짓말인 거 다 아시죠?? 행여나 중국 백신 들여와 서 쳐 맞힐 생각 하지 마라 친중공 정권 새끼들아~~!! 할 거면 문재앙 이하 더듬어 강간 당 김어준을 비롯한 정권 나 팔수 새끼들부터 중국산 백신 쳐맞고 상태 본 후에 맞히자~~~,0
7404,재밌게 잘 봤습니당,1
7405,남측 정부는 그렇다 치는데 한국 사람들이 미국 제국주의라고 하는 사람 있긴 하냐?븅 신좆 베새끼들 북조선 사이버전사들한테 놀아나는 것 좀 봐.ㅋㅋ,0
7406,여기 피해망상에 찌든 여자들 말 들을 필요 없어요. 어차피 얘네는 대한민국 남성이 모두 적인 애들이야. 세상 모든 게 다 남자 잘못이라고 생각 하는 애들...,0
7407,광고 모델은 세븐인 가요? ㅋㅋ,1
7408,기가 막히고 말문이 막힌 다 진짜 쳐 돌았네,0
7409,이런 개기래기 좌빠들 똥물에 튀겨도 안댈 개기래 키들,0
7410,지도 아니고 편하게 쇼핑하란다고 400만원 가까이 쓸어 담는 게 양심은 있는 자의 컨셉인지.. 조작 아니라 해도 욕먹을 행동이 구만...,1
7411,씨발년 아 웃겨?,0
7412,38살 되도록 시집 못 갔으면 뭔가 문제 있는 여자 아닌가?? 건 모형 그냥 거르세요...상대할 필요도 없어요...,0
7413,드라마에서는 영재가 어머니를 자살로 이 끌었죠 아마?,1
7414,연기 안한들 뭔 걱정,1
7415,보빨남은 더 당해야 한다.,0
7416,이영자 씨 광고 출현료 전액 기부!! 진짜 멋있고 정 넘치는 모습 감동입니다,1
7417,재미에 몰입감 최고 던데. 너무 비꼬는 분들이 많네요. 드라마로써 재미있음 된 거지..,1
7418,박 일 성우님... 이렇게 갑자기 비보를 듣게 되어 슬프네요....,1
7419,각종 커뮤니티에 존 나 떠도는 조크라 ㅁㅈㅎ,0
7420,동미님 화이팅 힘내세요,1
7421,놀라울 27 후ㄷㄷ,1
7422,크면 엄청 훈남일 듯..,1
7423,백신 개발 성공했으면..러시아 선원들 접종 다 하고 상태 보고 보내길~~,1
7424,저게 어 딜 봐서 비키니.. 수영복이 구만 ㅋㅋ 김준현 유민상 문세윤이 남성용 팬티 수영복 입었음 이런 기 사 1도 안 떴겠지?ㅎㅎ 뚱뚱한 남자도 결혼식 잘만 하는데 여자만 살 빼야 되는 후진국 ㅉㅉ,0
7425,내가 정액 비누 만들어 줄께...는 성희롱이고...모유비누는 웃어 넘길 일인가?...정액 비누도 아토피나 피부미용에 좋다,0
7426,진짜로 김 상병이 제일 나쁜 거 같으면서도 도와 줄 땐 딱 도와주는 게 쫌 멋짐,1
7427,이민을 씨 발 갈 수 있는 새끼는 이미 해외에 집 사놨지,0
7428,아가리 좀 털어줬다,0
7429,내 머리가 나쁜 건가... 도 대체 모르겠다,1
7430,단톡 내용을 자꾸 기 사거리화하는 것도 좋은 건 아니다. 승리말처럼 그것 또한 개인정보 유출 아닌가.,1
7431,기레기 ㅅㄲ들 방송국 ㅅㄲ들은 악플러 ㅅㄲ들이 사람 죽였어요 라고 떠들고 방송 만들면서 정작 그 방송이 다른 연예인 죽이라고 학고 있다는 걸 왜 모르냐고.,0
7432,시발새끼 남의 유골은 왜 버리나 ? 이 새끼 완전 또 라이네.,0
7433,교활한 놈 황구라 치고 있네,0
7434,이성우는 재미없어 안보고 기 안나와서 재밌게 봄ㅋㅋ,1
7435,한국이 하면 빨갱 시 짓?,0
7436,연옌들한테 악플달고 이런데 선 남 탓하고 남자 탓하는 게 바로 최악질 한녀 페미냔들 실체.,0
7437,충북 충남 충청도 동물의 왕국,0
7438,신 부분이 엄청 애교가 넘쳐보여요,1
7439,양씨 털고 다음엔 반드시 방씨 털어야 된다.~~!!!!!!!!!,0
7440,할배가 지 분수를 알아야지 어린 여자랑 기어코 결혼을 하네? ㅋㅋ 여성분 고생길 훤하노,0
7441,하와이가 서 낳을 꺼쥬?,0
7442,꺼어어 억~~ 아.. 점심 소화 잘 안 되네,1
7443,재미 1도 없으..완전 산으로 가버린 스토리,1
7444,하다 못해 저게 식약처 공식 마스코트가 된 것도 아니고 일회용 홍보물에 대놓고 도라에몽으로 쓰인 건데 그게 상품화라 주장하는 병신잼.,0
7445,뉴질랜드 기상청은 뭐라고 했는지 궁금하네요,1
7446,그래서 지금 저출산으로 센징 없애고 있자나 저 출산이 나쁜 것만은 아님,0
7447,시기가 미묘하네요,1
7448,2기 운영자도 인터폴 수 배 내려라,1
7449,속지 마라 묶어 팔기 위해 소비자 가격을 올렸을 뿐. 5개 묶은 거 사야 정가 5개 낱개로 산 놈이 ㅂㅅ 이었을 뿐.,0
7450,어렵다. 그런데 빠져든다. 재밌다.,1
7451,예쁘긴 참 예쁘네,1
7452,육아로 자리를 비우면 다른 일하던 놈을 끌어다 메꿀 게 아니라 이를 위한 새로운 직원을 뽑아 써야 하는데 회사가 그걸 못하니 그렇지,1
7453,아이들이 미래의 얼굴입니다 당장은 인력이 안 될지 몰라도 나중을 생각해야 죠 애키우는 게 보통일이 아닙니다,1
7454,사극 연기는 조금 어색하시더라. 이 병헌과 마주할 때면 혼자 붕 뜬 느낌.,1
7455,근데 세금이 너무 쎄긴해,1
7456,1억도 안 아깝다 ☝️☝️☝️☝️☝️☝️☝️,1
7457,와 컨셉 아니면 자살해라 게 이야 시 발 ㅋㅋㅋ 이게 사람 새끼냐,0
7458,지금까지 해온 것처럼 씩씩 하고 밝은 준희 양으로 자라 줬으면 좋겠어. 항상 응원할께~~,1
7459,역량이 안 되면 사극은 하지 말자,1
7460,왜 갑자기 폐암 ㅠ 스토리가 맥략이 없어,1
7461,무식한 애들 참 많네... 살인과 의료상 과실치사가 같냐? 사람 죽여놓고 2년이 말이 되냐니... 무식한 것도 정도껏 무식해야 귀엽다 하지 이건 뭐... 저런 것들도 국민이라고 나랑 똑같이 한 표씩 가지고 있겠지...,0
7462,대깨문들은 머리가 장식이냐? 아님 군대 안 간 것들만 모아 논 집단이냐? 싹 다 고소해서 콩밥 먹여야 됨,0
7463,저 아재는 중금속 처 먹어서 저지랄 남.,0
7464,뭔 거짓말 븅신아,0
7465,여 아이돌 일동 : 저 이 모 누구야?,0
7466,걔 네한테도 기본 섹스는 기본이지. 본문의 짤처럼 저지랄하고 다닐 정도면 당연히 변태고 동성애자라서 억압 받는다는 건 변명이 기북 딱. 피스팅 sm 스캇은 지들끼리 좋아서 하는 건데 변태는 아니지. 인간은 그냥 성욕장애 생물인 듯,0
7467,왜 처음에 좋은 느낌에 드라마라 구 생각했는데 결국 진부한 설정 산으로 가는 개갑질 개막장 드라마가 되는가.......,1
7468,걸려야 할 메퉤지 년들은 안 걸리고 ;;,0
7469,핀란드가 뭐 대단한 건가?,1
7470,10년 전에 릴라가 어딧 엇노 병신아,0
7471,안내상이 범인이면 반전일까?,1
7472,둘 다 같은 소속 산데.. 소속사가 바보가 아니라면 중재하지 않을까 싶다.. 그러다 안 되서 마무리라도 잘 해주려 했겠지.. 구혜선이 쓴 글을 보면 마치 자기는 소속사가 없는 사람처럼 써놨다,1
7473,둘 다 또 라이... 남자가 폭력을 행사하면 바로 신고를 하던 매니저를 부르던 했어야지요. 그냥 둘 다 악에 받친 듯... 옆에 있던 여자는 뭘 한 거임... 에 효.,0
7474,서류상 이 혼 어 차피 필요 없어요 ~ 두 분이 서 행복하게 오래오래 사시면 되죠 ~ 응원하는 사람 많다는 거 알아주세요 !,1
7475,직접 총장 날인 찍어서 표창장 발행한 적 있는 직원 말은 왜 안 들어? ㅋㅋ 무슨 선택적 정보 취득이냐? ㅋㅋㅋ븅신,0
7476,세프가 촬영에 응해서 했겠지만 스튜디오에서 행해지는 언어들은 세프가 동의했을까요? 어느 정도 적정선을 지켜주셔야 하지 않을까요.. 예능 정말 한 가지 갖고 물고 뜯고 늘어지는 거 일반인인 세프 사장에게 언어폭력과 마찬가지 아닐까요,1
7477,개돼지들이 문재인 찍고 그래도 집값을 라서 좋다는 데 어쩌겠어,0
7478,대가리 더 깨져라 문재인 뽑은 뇌를 탓해라,0
7479,미친 놈 어디서 되도 않는 주작질이노,0
7480,"지금 연락하는 여 자랑 폰 섹 엄청 많이 했는데 만나서 호텔 들어가서 침대에 서로 마주 보고 앉은 다음에 핸드폰 잡고 서로 쳐다보면서 폰 섹 하자고 했더니 ""아 엄청 부끄러워 ㅎㅎ""하면서 좋아하는데 또 야 하게 할 만한 거 뭐 있을까?무선 바이브레이터 같은 거 사서 끼고 밖에 나가서 해볼까?",0
7481,코로나 발생해 지금까지 9개월 동안 방역에 원칙도 없는 거 같고 그때그때 분위기 보고 이랬다 저랬다가 확산되면 누구 하나 잡아서 죽 일놈 만들고,1
7482,저세끼들이 어떻게 무너지고 남은 인생과 주변이 끝장 나는 지 꼭 지켜본다. 시발,0
7483,표 예진이면 처음부터 예견된 거라 넘 뻔하고... 아니라고 하자니... ㅋㅋㅋ 작가도 난감하겠다ㅋㅋㅋ,1
7484,내 딸이 다 할 때 아 진짜 눈물이나 네 진짜 유동근씨 연기는 대박이네요 좀 짠하고 딸 때문에 어떻게 해야 할지 모르는 그 심정 이해가 되네요 암튼 너무 짠했어요,1
7485,더불어민주당 의 문의 침묵 ㅋㅋ,1
7486,애를 두고 와야 더 좋은데 재혼갈 건데 아깝네요,0
7487,놀라는 것은 이 비에스의 섭 외력이 다 ㅋㅋ,1
7488,병신들 모임이네. 뉴스에 1분도 못 나오는 뒷방 3류 아나라 잃을 것도 업시 친문 좌파 방송국 설립하려고 아나 퇴사하고 개쌉 친아나들. 와 꾸만 번 지르하고 속은 맘충들과 동급. 소신 지키고 아나로서 소명을 다한 배현진이 새삼 이쁘다,0
7489,제시 예의 좀 가르쳐라 싸이야,1
7490,황민현 다정하고 잘생기고..,1
7491,ㅆㅂ ㅇ게이들 언제부터 표준어 구사하고 지랄했노 짜면 짠대로 짜 브면 짜븐대로 ㅆㅂ 새끼들 다들 알아들으면서 서울 체 아는 체하기는..ㅎㅎ 행복해라 게이들 아난 짭은 건 빡시더라,0
7492,꼭 그렇게 수술 장면을 보여줘야 하나요? 너무 불필요하게 적나라한 수술 장면이 나오는 거 같네요,1
7493,보신 모든 분들 추천 누르면 다가 올 2020년 대박 나고 가족 모두가 만 수무강 입니다 그리고 좋은 아침입니다,1
7494,저 년은 결혼 해도 지가 아니다 싶으면 뭐든지 멋대로 할 년임,0
7495,유감 같은 소리한 다 패소해놓고,1
7496,설리가 최자를 강제로 만 났냐? 성인이 성인을 자유의지를 가지고 만났는데 최자가 무슨 잘못이 있다고...,1
7497,병신 ㅋㅋ,0
7498,맞는 말 기사에 페미라고 이 악물고 난리치는 남자들 한 심 ㅋㅋ 하긴 젝스 할 여친 없고 야동 남자우월 성인 만화보고 딸 치니 이 악물고 페미라고 주장하지 ㅋ 실제로 성범죄 99퍼가 남자란 건 본인들만 모른 척함 ㅉㅉ 모태솔로 한 남들은 이런 기사 싫어하고 발작함,0
7499,"몽골한테 ""최근에 "" 250년간 지배당하고 집단강간을 당했는데 동양피가 하나도 안 섞였다고 쌩어거지 떠는 초졸 또 라이보 소 엌ㅋㅋ. 니가 말하고도 너무 어 거지라 좀 부끄럽지?? 엌ㅋㅋ",0
7500,어린 노무시키가 자꾸 엄마 뻘 되는 여자한테 반 말하네?,0
7501,결헌식 꼭 하고 축하 받으세요,1
7502,이건우 아버지 드립에 그냥 끝났다ㅋㅋ,1
7503,순간 고재근인 줄 알고 개 깜놀했네.,1
7504,와~~씨 대박이네. 말 오지게 잘하신다. 만화계 원로 다우신 사이다 발언이다! 표현의 자유의 의미를 다시금 되새겨 생각하게 되네요.,1
7505,재밌게 잘 보고 있어요,1
7506,요즘 예능 왜 케 노잼이냐?? 씹 선비들 지적질 너무 해대서 그런 거 갘은데..이쁘고 젊은 여자들 나와서 색 드립하 거 섹시 춤 추거나.. 유명인들이나 사고 친 애들 나와서 경험담 얘기하고 이런 옛날 방송이 그립다..,0
7507,여자가 왜 남자의 미래냐 ㅋㅋㅋ 미친 놈인가,0
7508,개별로인데 핀란드가 저럼?,1
7509,봤나,1
7510,재밌는데 tmi 좀 길어서 그리고 수 위셈 15세 ㄷㄷ 라니,1
7511,이 새끼도 즤 형 집어넣은 그 병원에 한 번 가 봐야겠다.,0
7512,현실에 맞 지 않는 행동 오바가 심하네 지금 이럴 때인가,1
7513,이름 딱 듣고 알만한 사람 아니면.. 왠만 하면 부 고 내지 말지? 정보 홍수 시대에 대체...,0
7514,지금 보니까 구하라가 보살임... 나 같으면 죽였다,0
7515,키야 역 갤 식민지 다 된 일베 ㅋ,0
7516,ㅋㅋ 다 알고 있지 .. 이 제 러 브라인은 누구로 하지??? 김종국 전소민우로 하자 ㅋㅋ 광수야 헤어지면 다시 러 브라인 만들어 줄 게 ㅋㅋㅋ 나 혼자 산 다 전 현무 한 혜진 처럼 ㅋㅋ 다시 돌아와,1
7517,김민희 배우 좋은 대.. 응원해주고 싶다,1
7518,지인들 다 있는 자리에서 포옹 한번 한 거가지고 연애를 한 다 어쩐다...게다가 cctv까지 들 추어 내서..,1
7519,개돼지 민국 또 ㅈㄴ 가겠네ㅋㅋㅋ,0
7520,수지는 참 애가 보는 눈이 참 없네 ㅋㅋ 뭐가 아쉽다고 이 민호 같은 애랑 ㅋㅋ 에 휴 니도 하~~~~~~~~아안 참 멀었다 아직,1
7521,이런 김정은과 평화통일을 논하는 문재인은 과 연 사람 색히가 맞음? 이런 인간을 대통령이라고 맹 목적으로 지지하는 대깨문들도 죄 다 정신이상자들임.,0
7522,이것도 문 빠들이 난리친 거 아닌가?,0
7523,수술 당일 사과와 보상 약속 했다는데... 의 사편 아니구요.. 병원에서 막무가내로 나온 게 아니라 사과+보상 약속했다면 공개적으로 망신주는 거 괜찮은 건가요..,1
7524,김보미가 더 유명하지 않냐? 골프계의 아이돌인데,1
7525,뭔 세계 1위? 중국 1위 겠지.. 브랜드 파워라는 것도 있고 요즘 사람들 가격보다 품질을 더 따지는데 누가 저딴 중국산을 써?,1
7526,지 잡년 이 무슨 씨 발ㅋㅋ,0
7527,이재명이 대통령 하면 임기 5년 내 베네수엘라 급 된다. 저신용자이기에 금리가 높은 건 당연한 거지. 집접 저신용자들 찾아서 니 돈으로 100만원씩 10명 빌려주고 아가리털어라.,0
7528,신동 : 최시원이 진짜 국회의원 됐으면 좋겠다 (실제로 한 말),1
7529,악플이나 흠집 내기에 열 올리지 말고 선한 영향력으로 수재 민 돕기에 함께 합시다. 수재민들 지금 매우 힘드 실 텐데 힘내십시오. 작게나마 동참하겠습니다,1
7530,노트5 기대 이상이다..한 5년 만 더 쓰고 노트9 으로 바꿔야겠다...삼성 스마트폰 좋아...,1
7531,ㅋㅋㅋ 원래 돈 많고 능력잇으면 여자 여럿 끼고 사는 거야 ㅋㅋㅋ 근데 웃기는 건 니들 같은 쿵쾅이들은 거기도 못낌 ㅋㅋ,0
7532,남자 맛을 아는 그녀와 여자와 사귄적 없다는 남자의 성격 차이 ㅋㅋㅋ,0
7533,남자가 그럴 수도 있지 배포 있네 요즘 세상에,1
7534,난 여자지만 송 다은이 젤 매력 있던데 ㅋㅋㅋ,1
7535,정말 민주당 또 라이들 무섭다 국가와 국민을 지옥으로 끌고 내려가려 하네요 세금을 넘어 국가 빚으로 잔치을 벌이고 표 얻어서 개 끌고 가듯이 불구덩이로 밀어 넣을 넘들이네요 아이쿠~~ 무섭 어라~~,0
7536,장미희씨 보려고 봤는데 역시 옷 제일 잘 입어요 우아하시고 제일 멋있어요 죽기 전에 한 번 만나고 싶어요,1
7537,뒷광고는 유명해지면 다 따라 붙는 거지 조용히 슬쩍 넘어가는 것은 일반인이 알 수 없는 거지만 내 돈내산이라고 떠들면서 좋다고 대 놓고 홍보하는 인간들은 방송계나 유투브에서 퇴 출시 겨야 한다,1
7538,불청에 나와서 즐기다 들어가던 만..뭔 2년..,1
7539,하...짱깨야 보고 있나??,0
7540,어디 가 폭발적인 화제를 몰고 다녔는데 나만 몰랐나 봄 기자들은 제발 연예인들이 자기 사진 올린 것을 퍼다가 기사로 내지 마라 그리고 송 중기가 찍어준 건지 지인들이 찍어준 건지 어찌 알아 같이 여행 갔기에 당연히 송 중기가 찍어다는 건가,1
7541,목소리는 음악성 탑인 듯 ..대박 따라올 자가 없다,1
7542,AV 좆문가들 ㅋㅋ,0
7543,증거는 없고 아가리가 증거된 겨? 진보 좀비 ㅅㄲ들,0
7544,개녀리 잡것들 참 더러운 집단이다. 황희 너는 인간성부터 말 종이구나,0
7545,와ㄷㄷ 할배 트라우마 좆되겠네ㄷㄷ 곱게 바퀴 약 쳐먹고 뒤지지 저게 뭐야,0
7546,똥양인으로 태어난 거부터 가 인생 조진거 임ㅋㅋ,0
7547,1959년 자유당 시절에 하버드 로스쿨에 입학하셨다가 할리우드로 진출하셨어요? 대단하신 분이셨군요.,1
7548,월급도 안주고 노예처럼 부려 먹는데 그게 합당 하단 거냐.완전 홍어마인드네,0
7549,은 멸치 개념달고 나대길,0
7550,무순 논리지? 군대와 국가는 생산력이 없어요. 오로지 소비만 하지. 국가가 무순수로 빚을 갚어. 문재인의 유토피아 이어 달리기 개 오지는 사기꾼 색히들한테 속는 멍청들이 아직도 있냐?,0
7551,멤버 중에 하 하가 제일 먼저 알았을 듯,1
7552,어차피 여자는 성공한 남자의 전리품에 불과 하다,0
7553,말도 안 되는 복 비네요.집 보여주고 하느라 발품은 많이 팔겠지만 뭔가 노동에 비해 금액이 큰 듯 해요.,1
7554,이제 편히 쉬세요 형님,1
7555,ㅉㅉ 하여간 지가 망하면 남 탓하고 보는 한국 사람들은 이래서 안 돼 한국은 평생 후진국이 다 대표적인 예로 문재앙,0
7556,입원 기간 동안 계급은 올라간 다 ㅋ 상병쯤 복귀 군 생활이 끝났다고 봐야 죠 ㅋ,1
7557,목숨 걸고 나라 구하고 사람 구해야 겠어. 다음 생에라도 이런 여 친 얻게.,1
7558,잘 컸네요. 화목해 보여 요~,1
7559,한심하다 진짜!! 연예스포츠 기사 댓글 못 다니깐 사회 기사서 x랄 들이네... 각자 인생들이나 신경 써라 제발 악플로 사람 그만 죽이고,0
7560,이것들이 머리를 악세사리로 달고 다니나 보네~거기서 나오는 정책들은 세트로 말아 잡숴~~퉤퉤퉤,0
7561,이통업계 관계자에 따르면 ... = 소설 혹은 광고.,1
7562,이 년 이 년 이 년 좋겠다,0
7563,이때 판단 아쉽네 오늘 이 강인처럼 케인한테 패스 줬으면 됐을 것 같은 데,1
7564,인터폴 수배자인 운영진들 신상부터 공개해야 믿을 만한 거 아닌가? ㅋㅋ,1
7565,스토리가 엽기적이 네 원작도 이러나,1
7566,충재씨 얼굴도 보여 요~나만 그런 거겠지요,1
7567,근황올림픽님 예전에 러시아 월드컵 평가전 때 자책골 두 번 넣으신 김주영 선수 인터뷰 좀 해주세요 부탁드립니다.,1
7568,ㅁㅊㄴ ㅋㅋㅋ,0
7569,pornhub에 코스프레 하고 떡치는 거 있다,0
7570,새 웹툰 회춘 재미없든데.. 욕하고 때리고.. 2화만 보고 끝,1
7571,그만 좀 싸우자. 서로 조굼씩 이해하려고 노력이라도 해보길,1
7572,예쁜 숙박시설도 지금은 이용할 수가 없네요. 코로나 치료제나 백신만 애타게 기 다립니다. 코로나 잠잠해지면 가족들과 함께 여행도 가 고 캠핑도 가 고 싶네요. 빨리 일 상생활로 돌아갔으면...,1
7573,해피엔딩하기엔 묘하고 슬픈 엔딩하기도 묘하고..열린 결말이라고 하면 나을 듯한데,1
7574,박경은 다른 일 알아봐라 머리 쓰는 쪽으로.. 가수로는 빛을 못 볼 거 같다,1
7575,못 배웠으니 저러지 쯧쯧 수준 알만하다,0
7576,문재앙 이놈의 북한 사랑에 환장한 정권이 또 한 가정 풍비박산나게 만드는구나,0
7577,여행은 꿈도 못 꾸는 사람들도 있습니다 네이버와 기자님들의 생각과 배려가 아쉽네요 좋은 뉴스의 조건은 초등학생들도 배운 답니다,1
7578,큰애 어릴 때 생각나네요.나름 플랜짜서 열심히 엄마표로 진행했는데 줄 줄이 동생들 태어나니 힘드네요. 정우 엄마의 꾸준한 노력을 응원합니다.,1
7579,솔직히 다른 걸로는 깔 수 있어도 외모로는 못 깜 ㅋㅋ,1
7580,여배우 몸에 먼짓을 했냐 이 백정들아,0
7581,내 무릎팍이 더 정확해,1
7582,생긴 거나 목소리나 딱 트렌스젠더 같은 게 더럽게 나 대네,0
7583,메인보컬이 빠지다니.. 그래도 젝키 노래 중에서 강성훈 목소리가 중요한데.. 내 생각에 물의는 일으켰으나 콘서트는 끝까지 참여하는 책임지는 자세를 보이는 게 더 나았을 거 같음.. 팬들한테 욕 먹는 건 당연히 각오해야 하고 ㅡ,1
7584,뭐 웹드기도 하고 크라임씬 같은 데서도 예능이 긴 하지만 괜찮게 해서 좋게 생각함,1
7585,잘 빠는 여자 구별법이나 특징 머냐? 입술 두꺼우면 잘 빰?,0
7586,저 sekki 고자 만들어야 됨ㅡㅡ,0
7587,권상우 참 잘 생겼네 김희원 ? 이름도 희한하네 저놈 저거 인상 참 더럽게 생겼어 미생에서도 살인 충동 생기던 데,0
7588,왜 문 빠 대깨문들을 중국인이라 착각들 하냐????? 더듬어 만 지당 강성 당원들인데 당연 한국인이지... 답답한 사람들 많네..ㅉ,0
7589,난 남자가 바람 피워 이 혼 그냥 생 김세가 바람 필 거 같어 아니면 참고 살던가,0
7590,아...약쟁이는 아니지..스포츠 래 전드 들 사이에 약쟁이 가져다 놓는 건 레전드 들에게 예의가 아니다.,0
7591,엠비씨 진짜 정신 가출했나ㅋㅋ 병신들 저딴 것도 프로라고 방영하는 국장이나 만든 피디 새끼나 ㅋㅋ ㅂㅅ 엠비씨,0
7592,이들 마 내 취향 아니라 잼 없다 했드만 아줌마들 개 때처럼 몰려오드만 ㅋㅋ,0
7593,미친X,0
7594,로버트 패틴슨 진짜 찐 멋..,1
